OrtsID;Ortsname;GebietsID
686;"Campo International";"128"
687;"Gáldar";"128"
688;"Las Palmas";"128"
689;"Maspalomas";"128"
690;"Patalavaca";"128"
691;"Playa del Cura";"128"
692;"Playa del Ingles";"128"
693;"Playa de Taurito";"128"
694;"Puerto de Mogan";"128"
695;"Puerto Rico";"128"
696;"San Agustín";"128"
697;"Santa Brígida";"128"
699;"Vega de San Mateo";"128"
993;"Arguineguín";"128"
1080;"Tejeda";"128"
1081;"Firgas";"128"
1083;"Artenara";"128"
1499;"Ingenio";"128"
1500;"La Calzada";"128"
1501;"Las Goteras";"128"
1502;"Santa Lucía";"128"
1569;"El Tablero";"128"
1571;"Fataga";"128"
1572;"Teror";"128"
1851;"Los Palmitos";"128"
1852;"Cruz de Tejeda";"128"
1853;"Fontanales";"128"
2337;"Bañaderos";"128"
2339;"Arucas";"128"
2340;"Valsequillo";"128"
2341;"Cercados de Espino";"128"
2687;"Playa del Águila";"128"
3267;"Sardina";"128"
3268;"Santa María de Guía";"128"
3310;"Bahia Feliz";"128"
4271;"Monte León";"128"
4289;"Campo de Golf";"128"
4295;"Moya";"128"
5131;"Agaete";"128"
5132;"Telde";"128"
5133;"Tenteniguada";"128"
5323;"Meloneras";"128"
6221;"Salobre";"128"
7241;"El Madroñal";"128"
7242;"La Atalaya";"128"
7243;"Temisas";"128"
7244;"Valleseco";"128"
8524;"Gran Canaria";"128"
9698;"El Risco";"128"
9930;"San Bartolomé";"128"
10037;"Cercado de Araña";"128"
10039;"Playa Amadores";"128"
14698;"Las Vegas";"128"
14699;"Pino Santo";"128"
16895;"Taurito";"128"
19593;"Puerto de las Nieves";"128"
23935;"Bandama";"128"
24424;"Vecindario";"128"
27274;"Santa Lucia de Tirajana";"128"
31286;"La Aldea";"128"
37592;"Caserones";"128"
37626;"San Nicolás de Tolentino";"128"
37627;"Barranco de Ayagaures";"128"
700;"Cala Carbó";"129"
701;"Cala Codolar";"129"
702;"Cala Gració";"129"
703;"Santa Eulalia del Rio-Cala Llonga";"129"
704;"Sant Vicent de sa Cala";"129"
705;"San José-Cala Tarida";"129"
706;"San José-Cala Vadella";"129"
707;"Santa Eulalia del Rio-Es Cana";"129"
708;"Ibiza Stadt-Ses Figueretes";"129"
709;"Ibiza Stadt";"129"
710;"Playa d'en Bossa";"129"
712;"Cala Figueral";"129"
713;"Portinatx";"129"
714;"Puerto de San Miguel";"129"
715;"Punta Arabi";"129"
716;"Sant Antoni de Portmany";"129"
717;"San José";"129"
719;"San Miguel";"129"
720;"Santa Eulalia del Rio";"129"
721;"Ibiza Stadt-Talamanca";"129"
2076;"Cala Llenya";"129"
2089;"Port d'es Torrent";"129"
2133;"Cala Azul";"129"
2316;"Caló d'en Real";"129"
2317;"Sant Carles de Peralta (San Carlos)";"129"
2318;"Buscastell";"129"
2319;"Can Germa";"129"
2320;"Cala de Bou";"129"
2713;"Cala Pada";"129"
2722;"San Lorenzo";"129"
2723;"Santa Inés";"129"
5343;"Insel Ibiza";"129"
5585;"Na Xamena";"129"
7245;"Es Figueral";"129"
10863;"S' Argamassa";"129"
10954;"Cala Portinatx";"129"
11857;"Cala Salada";"129"
12170;"Cala d'Hort";"129"
12710;"Sant Jordi de ses Salines";"129"
12711;"Es Cubells";"129"
14487;"Puig d'en Valls";"129"
14488;"San Rafael";"129"
14701;"Santa Gertrudis";"129"
16823;"Insel Tagomago";"129"
17718;"Aguas Blancas";"129"
19726;"San Juan Bautista";"129"
24032;"San José-Cala Molí";"129"
26165;"Can Marti";"129"
26166;"Es Calo";"129"
36661;"San Antonio";"129"
36663;"San Joan De Labritja";"129"
675;"Agulo";"130"
676;"Benchijigua";"130"
677;"Chejilipes";"130"
679;"Hermigua";"130"
680;"Playa de Santiago";"130"
681;"San Sebastián";"130"
682;"Valle Gran Rey";"130"
1515;"La Laja";"130"
1516;"Alajeró";"130"
1846;"Vueltas";"130"
1854;"Vallehermoso";"130"
6190;"Los Aceviños";"130"
7248;"El Atajo";"130"
8504;"El Molinito";"130"
10017;"Alojera";"130"
10890;"San Antonio y Pilar";"130"
10956;"La Gomera";"130"
11059;"El Hoyo";"130"
14145;"Valle El Chorro";"130"
16664;"La Laguna";"130"
24004;"Las Hayas";"130"
36858;"Playa la Calera";"130"
722;"Brena Alta";"131"
723;"Brena Baja";"131"
724;"Fuencaliente";"131"
726;"Los Cancajos";"131"
727;"Los Llanos de Aridane";"131"
730;"Puerto Naos";"131"
731;"Santa Cruz de la Palma";"131"
732;"Tazacorte";"131"
733;"Tenagua";"131"
734;"Todoque";"131"
735;"Westküste";"131"
995;"Tijarafe";"131"
1061;"Las Manchas";"131"
1063;"Jedey";"131"
1084;"Barlovento";"131"
1085;"La Punta";"131"
1517;"Mazo";"131"
1518;"Tigalate";"131"
1519;"Las Indias";"131"
1520;"El Paso";"131"
1577;"Velhoco";"131"
2741;"Puntallana";"131"
2742;"La Laguna";"131"
4093;"San José";"131"
4273;"Puntagorda";"131"
4675;"Las Palmeras";"131"
5344;"La Palma";"131"
6179;"Las Norias";"131"
7252;"El Time";"131"
7253;"Hoyo de Mazo";"131"
7254;"La Galga";"131"
7258;"San Nicolas";"131"
7259;"Tajuya";"131"
9703;"San Isidro";"131"
10034;"Las Tricias";"131"
10035;"Los Quemados";"131"
10867;"Hoya Grande";"131"
10880;"San Antonio";"131"
12437;"Tajuya da Arriba";"131"
14163;"Llano Negro";"131"
14208;"San Simón";"131"
14312;"Franceses";"131"
16882;"Santo Domingo";"131"
27269;"Los Canarios";"131"
28778;"San Andres";"131"
28779;"Garafia";"131"
37593;"Malpaís";"131"
736;"Costa Teguise";"132"
737;"La Santa";"132"
738;"Playa Blanca";"132"
739;"Playa Matagorda";"132"
740;"Playa de los Pocillos";"132"
741;"Puerto del Carmen";"132"
1017;"Yaiza";"132"
1018;"San Bartolomé";"132"
1503;"Mozaga";"132"
1504;"Mala";"132"
1505;"Tiagua";"132"
1506;"Arrieta";"132"
1508;"La Geria";"132"
1509;"La Graciosa";"132"
1573;"Teseguite";"132"
1574;"Punta Mujeres";"132"
1575;"El Golfo";"132"
1576;"Masdache";"132"
1847;"El Islote";"132"
1849;"Uga";"132"
1850;"Playa de Famara";"132"
2520;"Nazaret";"132"
2743;"Conil";"132"
3269;"Los Valles";"132"
3909;"Güime";"132"
3912;"Arrecife";"132"
4279;"Playa Honda";"132"
4296;"Haria";"132"
4656;"Los Mojones";"132"
5137;"Orzola";"132"
5138;"Teguise";"132"
7260;"El Mojón";"132"
7261;"Famara";"132"
7262;"Femés";"132"
7263;"La Asomada";"132"
7264;"Tahiche";"132"
8766;"Lanzarote";"132"
8767;"Puerto Calero";"132"
9700;"Las Coloradas";"132"
9701;"Playas de la Coloradas";"132"
10038;"Tías";"132"
12068;"Caleta de Famara";"132"
14272;"Ye";"132"
16670;"El Charco del Palo";"132"
16672;"El Cable";"132"
19579;"Muñique";"132"
19725;"Mácher";"132"
20178;"La Hoya";"132"
32223;"Las Cucharas";"132"
742;"Alcudia";"133"
743;"Andraitx";"133"
744;"Binibona";"133"
745;"Cabo Blanco";"133"
746;"Cala Bona";"133"
747;"Cala d'Or";"133"
748;"Cala Figuera";"133"
749;"Cala Mandía";"133"
750;"Cala Mesquida";"133"
751;"Cala Millor";"133"
752;"Cala Mondragó";"133"
753;"Cala Ratjada";"133"
754;"Cala San Vicente";"133"
755;"Santanyi";"133"
756;"Cala Viñas";"133"
757;"Calas de Mallorca";"133"
758;"Calvia";"133"
759;"Camp de Mar";"133"
760;"Campanet";"133"
761;"Campos";"133"
762;"Can Pastilla";"133"
763;"Can Picafort";"133"
764;"Canyamel";"133"
765;"Colònia Sant Jordi";"133"
766;"Costa de los Pinos";"133"
767;"El Arenal";"133"
768;"Es Pillarí";"133"
769;"Esporles";"133"
770;"Estellenchs";"133"
771;"Felanitx";"133"
772;"Fornalutx";"133"
773;"Illetas";"133"
774;"Llucmajor";"133"
775;"Magalluf";"133"
776;"Manacor";"133"
778;"Orient";"133"
779;"Paguera";"133"
780;"Palma de Mallorca";"133"
781;"Palma Nova";"133"
782;"Playa Canyamel";"133"
783;"Playa de Palma";"133"
784;"Pollensa";"133"
785;"Portals Nous";"133"
786;"Porto Colom";"133"
787;"Porto Cristo";"133"
788;"Porto Petro";"133"
789;"Puerto de Andraitx";"133"
790;"Puerto de Pollensa";"133"
791;"Puerto de Sóller";"133"
792;"Sa Coma";"133"
793;"Palma de Mallorca-San Agustín";"133"
794;"Santa Eugènia";"133"
795;"Santa Ponsa";"133"
796;"Secar de la Real";"133"
797;"Sencelles";"133"
798;"Ses Salines";"133"
799;"S'Illot";"133"
800;"Sineu";"133"
801;"Sóller";"133"
803;"Son Servera";"133"
804;"Valldemossa";"133"
996;"Sa Pobla";"133"
1019;"Deià";"133"
1020;"Santa María del Camí";"133"
1071;"Cala Mayor";"133"
1086;"Algaida";"133"
1087;"Montuïri";"133"
1238;"Son Vida";"133"
1521;"Randa";"133"
1522;"Santa Margalida";"133"
1523;"Alaró";"133"
1524;"Ses Alqueries";"133"
1525;"Arta";"133"
1527;"La Font";"133"
1547;"Cala Blava";"133"
1579;"Cala Pi";"133"
1580;"Banyalbufar";"133"
1594;"Maria de la Salut";"133"
1845;"Bendinat";"133"
1865;"Inca";"133"
1866;"Pina";"133"
1867;"Muro";"133"
1868;"S'Horta";"133"
1946;"Binissalem";"133"
2074;"Cala Serena";"133"
2304;"Cales Domingos";"133"
2305;"Font de Sa Cala";"133"
2306;"Mal Pas";"133"
2307;"Halbinsel Formentor";"133"
2308;"San Telmo";"133"
2309;"Cala Fornells";"133"
2310;"Costa d'en Blanes";"133"
2311;"Bunyola";"133"
2312;"Costa de la Calma";"133"
2313;"Búger";"133"
2330;"Caimari";"133"
2656;"Cala Murada";"133"
2683;"Colònia de Sant Pere";"133"
2735;"Galilea";"133"
2736;"Biniaratx";"133"
2818;"Puigpunyent";"133"
3911;"Lloseta";"133"
4297;"Costitx";"133"
5298;"Ruberts";"133"
5584;"S'Estanyol de Migjorn";"133"
7268;"Sa Rápita";"133"
7269;"Marratxí";"133"
7270;"Paseo Maritimo";"133"
7271;"San Francisco";"133"
7276;"Son Macià";"133"
7277;"Son Serra de Marina";"133"
7407;"San Lorenzo";"133"
7542;"Ca's Concos des Cavaller";"133"
7655;"Cabo Regana";"133"
8257;"Sa Cabaneta";"133"
8306;"Bonanova";"133"
8392;"Selva";"133"
8393;"Lluc";"133"
9706;"Moscari";"133"
10117;"Cala Romàntica";"133"
10215;"Bucht von Alcudia";"133"
10406;"Cala Guya";"133"
10407;"Cala Lliteras";"133"
10422;"Playa de Muro";"133"
10423;"Puerto de Alcúdia";"133"
10425;"Barca Trencada";"133"
10653;"Capdepara";"133"
10852;"Porreres";"133"
11839;"Mallorca";"133"
12063;"Petra";"133"
12128;"El Toro";"133"
12510;"Cala des Pou";"133"
12709;"Es Carritxó";"133"
12767;"Puig de Ros";"133"
14077;"Puerto Portals";"133"
14782;"Port Adriano";"133"
15049;"Cala Llombards";"133"
15050;"Cala Ferrera";"133"
16832;"Cas Catálá";"133"
18151;"Cala Agulla";"133"
19730;"Lloret de Vistalegre";"133"
19731;"Sant Joan";"133"
20124;"Son Bonet";"133"
24271;"Cala Anguila";"133"
24273;"Crestatx";"133"
26006;"Vilafranca de Bonany";"133"
26238;"Son Caliu";"133"
27252;"Maioris";"133"
27253;"Llubi";"133"
27255;"Capdepera";"133"
29626;"Cala S'Almonia";"133"
29628;"Biniamar";"133"
30070;"Santa Magdalena";"133"
30071;"Alcanada";"133"
30948;"Ciudad Jardin";"133"
31148;"S'Espinagar";"133"
36565;"Establiments";"133"
36566;"Pórtol";"133"
37365;"Mancor de la Vall";"133"
37587;"Son Verí Nou";"133"
37588;"Esporlas";"133"
37589;"Andratx";"133"
805;"Arenal d'en Castell";"134"
806;"Cala d'Alcaufar";"134"
807;"Ciutadella de Menorca-Cala Blanca";"134"
808;"Ferrerías-Cala Galdana";"134"
809;"Ciutadella de Menorca-Cala Santandria";"134"
810;"Ciutadella de Menorca-Cala'n Bosch";"134"
812;"Mahón";"134"
813;"Playa de Son Bou";"134"
814;"Playa de Son Parc";"134"
816;"Punta Prima";"134"
817;"S'Algar";"134"
818;"San Luis";"134"
819;"Santo Tomas";"134"
820;"Ciutadella de Menorca-Son Xoriguer";"134"
2090;"Playa de Fornells";"134"
2314;"Addaia";"134"
2315;"Binibeca";"134"
2399;"Cala'n Porter";"134"
2684;"Cala Canutells";"134"
2721;"Es Castell";"134"
5322;"Ciutadella de Menorca-Cala'n Forcat";"134"
7278;"Binisafua";"134"
7279;"Cala'n Blanes";"134"
7280;"Ciutadella de Menorca";"134"
7281;"Son Bou";"134"
8929;"Binissafúller";"134"
10955;"Menorca";"134"
11073;"Playa de Santo Tomas";"134"
11074;"Binibeca Vell";"134"
11100;"s'Löschen";"134"
11960;"Son Parc";"134"
16781;"Ferrerías";"134"
17478;"Cala Llonga";"134"
19682;"Sant Climent";"134"
19691;"Es Migjorn Gran";"134"
19728;"Sant Jaume";"134"
19729;"Cala Morell";"134"
22412;"Es Mercadal";"134"
23717;"Torre Solí Nou";"134"
26084;"Biniancolla";"134"
29825;"Alaior";"134"
35685;"Cap d´Artrutx";"134"
36540;"Son Saura";"134"
725;"Las Rosas";"135"
822;"Bajamar";"135"
823;"Las Cuevecitas";"135"
824;"Chayofa";"135"
825;"Costa del Silencio";"135"
826;"El Médano";"135"
828;"Guía de Isora";"135"
829;"Güimar";"135"
830;"Las Caletillas";"135"
832;"Los Cristianos";"135"
833;"Los Realejos";"135"
834;"Los Silos";"135"
835;"La Orotava";"135"
836;"Playa de Fañabé";"135"
837;"Playa de la Arena";"135"
839;"Playa de las Americas";"135"
842;"Playa de las Vistas";"135"
843;"Puerto de la Cruz";"135"
844;"Puerto de Santiago";"135"
845;"San Miguel";"135"
846;"Santa Cruz de Tenerife";"135"
847;"Santa Úrsula";"135"
994;"Costa Adeje";"135"
1014;"La Matanza";"135"
1015;"El Sauzal";"135"
1016;"Garachico";"135"
1060;"Golf del Sur";"135"
1079;"Los Gigantes";"135"
1429;"Buenavista del Norte";"135"
1430;"Icod de los Vinos";"135"
1431;"Benijos";"135"
1510;"El Amparo";"135"
1511;"Guamasa";"135"
1513;"Tacoronte";"135"
1514;"Vilaflor";"135"
1855;"Punta del Hidalgo";"135"
1856;"Granadilla de Abona";"135"
1857;"La Esperanza";"135"
1858;"La Caridad";"135"
1981;"San Isidro";"135"
2088;"La Caleta";"135"
2331;"Las Cañadas del Teide";"135"
2332;"Realejo Alto";"135"
2335;"Las Cruces";"135"
2524;"Chío";"135"
2525;"Arafo";"135"
2731;"San José de los Llanos";"135"
2732;"La Escalona";"135"
2821;"San Juan de la Rambla";"135"
3311;"Callao Salvaje";"135"
3908;"Tamaimo";"135"
4274;"Arona";"135"
4276;"Masca";"135"
4277;"El Tanque";"135"
4278;"Tejina";"135"
4280;"San Antonio";"135"
4292;"Pinoleris";"135"
4925;"Guargacho";"135"
5122;"La Laguna";"135"
7282;"Arico";"135"
7283;"Buen Paso";"135"
7284;"El Frontón";"135"
7286;"Guaza";"135"
7290;"Santiago del Teide";"135"
8525;"Teneriffa";"135"
9693;"Valle de Guerra";"135"
10027;"Aguamansa";"135"
10036;"Las Galletas";"135"
10874;"Playa del Duque";"135"
10878;"Fañabé";"135"
10882;"Torviscas";"135"
10883;"La Guancha";"135"
10885;"Candelaria";"135"
10887;"Las Zocas";"135"
11057;"Los Menores";"135"
14694;"La Florida";"135"
16352;"La Paz";"135"
17595;"Igueste de Candelaria";"135"
22868;"Atogo";"135"
24274;"La Sabinita";"135"
24275;"Los Gavilanes";"135"
24659;"Taucho";"135"
25761;"Radazul";"135"
25930;"Tegueste";"135"
25943;"Playa Paraiso";"135"
26147;"La Longuera";"135"
27258;"San Andrés";"135"
27259;"Igueste";"135"
27260;"Maria Jimenez";"135"
27494;"La Quinta";"135"
28029;"Abama";"135"
28770;"El Socorro";"135"
28781;"Almaciga";"135"
28782;"La Zarza-Fasnia";"135"
37594;"Victoria de Acentejo";"135"
37595;"La Concepción";"135"
37628;"La Vega";"135"
848;"Bentota";"136"
849;"Beruwela";"136"
850;"Hikkaduwa";"136"
851;"Induruwa";"136"
852;"Kalutara";"136"
853;"Kandy";"136"
854;"Koggala";"136"
855;"Marawila";"136"
856;"Mount Lavinia";"136"
857;"Negombo";"136"
858;"Unawatuna";"136"
859;"Waikkal";"136"
1066;"Wadduwa";"136"
1077;"Galle";"136"
1185;"Ahungalla";"136"
1561;"Wattala";"136"
1562;"Colombo";"136"
1603;"Kosgoda";"136"
6291;"Nuwara Eliya";"136"
6292;"Tanamalwila";"136"
6293;"Kandelama";"136"
7292;"Ahangama";"136"
7293;"Kandapola";"136"
8308;"Dambulla";"136"
8309;"Sigiriya";"136"
8397;"Weligama";"136"
8461;"Yala";"136"
8898;"Sri Lanka";"136"
9607;"Ratnapura";"136"
9725;"Minuwangoda";"136"
9732;"Habarana";"136"
10030;"Katunayake";"136"
14607;"Trincomalee";"136"
17605;"Gurupokuna Hungama";"136"
17606;"Ambalangoda";"136"
17767;"Tangalle";"136"
17831;"Habaraduwa";"136"
17851;"Ostküste";"136"
17897;"Yapahuwa";"136"
18973;"Aluthgama";"136"
19136;"Kataragama";"136"
20184;"Balapitiya";"136"
22836;"Garakana";"136"
24065;"Devenigoda";"136"
24453;"Talalla";"136"
24692;"Dickwella";"136"
27256;"Kirinda";"136"
27532;"Giritale";"136"
27533;"Anuradhapura";"136"
27534;"Bandarawela";"136"
27979;"Hambantota";"136"
28042;"Tissamaharama";"136"
32240;"Kandalama";"136"
36703;"Kalawana";"136"
860;"St. Lucia";"137"
1372;"Castries";"137"
1414;"Soufriere";"137"
1415;"Cap Estate";"137"
1416;"Rodney Bay";"137"
1763;"Vigie";"137"
1764;"Marigot Bay";"137"
1765;"Reduit Beach";"137"
1766;"Rex St. Lucian";"137"
1767;"Choc Bay";"137"
1768;"Nordwesten";"137"
1769;"La Brelotte Bay";"137"
3628;"Gros Islet";"137"
4636;"Pigion Island";"137"
7294;"Jacks Beach";"137"
7295;"Malabar Beach";"137"
7296;"Mon Repos";"137"
11008;"Westküste";"137"
14066;"Jalousie Bay";"137"
17217;"Hewanarra";"137"
27664;"La Toc";"137"
30910;"St. Lucian Bay";"137"
32585;"Anse Chastanet";"137"
35047;"Cariblue Beach";"137"
861;"Sansibar/Zanzibar";"138"
7297;"Kiwengwa Beach";"138"
9608;"Pingwe";"138"
9609;"Mombasa";"138"
9713;"Stone Town";"138"
9715;"Bwejuu";"138"
16287;"Ras Nungwi";"138"
16288;"Insel Zansibar";"138"
16289;"Chumbe Island";"138"
23999;"Kigomani";"138"
24464;"Südwestküste";"138"
27424;"Chuini Ruins/Bububu";"138"
27479;"Kijangwani";"138"
28697;"Memai Bay";"138"
28698;"Mapenzi Beach";"138"
28699;"Matemwe Beach";"138"
28725;"Nungwi Beach";"138"
32437;"Unguja";"138"
36328;"Pingwe Beach";"138"
36329;"Pwani Machangani";"138"
864;"Bangkok";"139"
1836;"Nakhon Pathom";"139"
16845;"Laem Chabang";"139"
17896;"Ayutthaya";"139"
27675;"Nonthaburi";"139"
37736;"Mkomazi Nationalpark";"139"
1342;"Mae Rim";"140"
1343;"Chiang Mai";"140"
1345;"Chiang Rai";"140"
1492;"Mae Hong Son";"140"
1837;"Mae Sot";"140"
10079;"Chiang Saen";"140"
17852;"Ban Tha Ton";"140"
17854;"Nakhon Sawan";"140"
17857;"Sukhothai";"140"
19852;"Phitsanulok";"140"
22047;"Lampang";"140"
25757;"Kamphaeng Phet";"140"
27327;"Phetchabun";"140"
27639;"Pai";"140"
27641;"Mae Sariang";"140"
33467;"Mae Salong";"140"
35132;"Uthai Thani";"140"
37174;"Nan";"140"
877;"Ao Nang Beach";"141"
884;"Ko Phi Phi (Phi Phi Island)";"141"
1438;"Klong Muang Beach";"141"
1565;"Ko Lanta";"141"
1793;"Khao-Sok-Nationalpark";"141"
1834;"Hat Yai";"141"
4221;"Ko Hae (Coral Island)";"141"
4920;"Krabi";"141"
7304;"Ralay Beach";"141"
10082;"Ko Sukon";"141"
10083;"Ko Hai (Ko Ngai)";"141"
14392;"Chang Lang Beach";"141"
14810;"Klong Dao Beach";"141"
17543;"Trang";"141"
23700;"Ko Kho Khao";"141"
25364;"Ko Mook";"141"
25756;"Chumphon";"141"
26083;"Kling Nin";"141"
27328;"Ranong";"141"
27377;"Ko Klang";"141"
27378;"Nakhon Si Thammarat";"141"
27646;"Lao Ba Gao Bay";"141"
27647;"Laem Tong Beach";"141"
27648;"Tubkaak Beach";"141"
27649;"Pai Pong Bay";"141"
27650;"Kan Tiang Beach";"141"
28708;"Tha Taphao";"141"
29974;"Khanom";"141"
31041;"Songkhla";"141"
31317;"Satun";"141"
32373;"Koh Kradan";"141"
32478;"Kaw Kwang";"141"
33470;"Ko Jum";"141"
33471;"Ko Lipe";"141"
36869;"Sichon";"141"
36870;"Surat Thani";"141"
37175;"Narathiwat";"141"
7309;"Bacolet Bay";"142"
7313;"Nordwestküste";"142"
9760;"Port of Spain";"142"
16740;"Salybia";"142"
16741;"Grand Riviere";"142"
16742;"Savannah Park";"142"
16743;"Arima";"142"
18975;"Blanchiseuse";"142"
18976;"St. Benedict";"142"
24440;"Trinidad";"142"
24448;"St. James";"142"
36689;"Tunapuna";"142"
913;"Ayvalik";"144"
914;"Bodrum";"144"
915;"Datça";"144"
916;"Didim";"144"
917;"Fethiye";"144"
920;"Kusadasi";"144"
921;"Marmaris";"144"
923;"Sarigerme";"144"
933;"Güzelcamli";"144"
1789;"Izmir";"144"
1790;"Cesme";"144"
2071;"Dalyan";"144"
2072;"Gümüldür";"144"
2073;"Ören";"144"
2108;"Turunc";"144"
2137;"Icmeler";"144"
2400;"Selcuk";"144"
2681;"Foca";"144"
2823;"Ölüdeniz";"144"
3083;"Yaliciftlik";"144"
3313;"Seferihisar";"144"
5293;"Hisarönü";"144"
5294;"Gümbet";"144"
5679;"Torba";"144"
6390;"Yalikavak";"144"
6391;"Turgutreis";"144"
6392;"Akyarlar";"144"
6411;"Bitez";"144"
7316;"Armutalan";"144"
7317;"Köycegiz";"144"
7318;"Sigacik";"144"
8540;"Dalaman";"144"
8884;"Canakkale";"144"
10208;"Bagla Koyu";"144"
10210;"Göcek";"144"
10217;"Ciftlik";"144"
10650;"Güllük";"144"
10818;"Özdere";"144"
10959;"Cesme - Ilica";"144"
10962;"Cesme - Alacati";"144"
10967;"Bodrum - Bardakçi";"144"
10971;"Ortakent";"144"
10972;"Türkische Ägäis";"144"
10974;"Fethiye - Calis";"144"
10975;"Ovacik";"144"
11912;"Türkbükü";"144"
12480;"Göltürkbükü";"144"
12481;"Siteler";"144"
12488;"Balçova";"144"
12509;"Lykische Küste";"144"
14295;"Palmiye";"144"
16379;"Altinkum";"144"
17467;"Gündogan";"144"
17719;"Akyaka";"144"
17989;"Bördübet";"144"
19219;"Konacik";"144"
19220;"Gümüslük";"144"
19221;"Germiyan Yalisi";"144"
19222;"Ildiri";"144"
19224;"Ciftlikköy";"144"
19951;"Mugla";"144"
20137;"Ayvacik";"144"
24074;"Yeni Foca";"144"
24075;"Urla";"144"
24953;"Gökova";"144"
25947;"Demre";"144"
27857;"Cesmealti";"144"
28743;"Kumlubük";"144"
29744;"Karaburun";"144"
29760;"Yenifoca";"144"
30002;"Davutlar";"144"
30141;"Basmane";"144"
31127;"Cukuralti";"144"
31128;"Kayaköy";"144"
32231;"Sögüt";"144"
924;"Istanbul";"147"
28805;"Insel Büyükada";"147"
33469;"Besiktas";"147"
37185;"Sile";"147"
2682;"Erdek";"148"
14124;"Silivri";"148"
29409;"Bandirma";"148"
918;"Kalkan";"149"
919;"Kas";"149"
922;"Patara";"149"
928;"Alanya";"149"
929;"Anamur";"149"
930;"Antalya";"149"
931;"Belek";"149"
934;"Avsallar - Incekum";"149"
935;"Kemer";"149"
937;"Konakli";"149"
938;"Mersin";"149"
939;"Side";"149"
2136;"Kiris";"149"
2719;"Aksu";"149"
5290;"Göynük";"149"
5292;"Tekirova";"149"
5677;"Beldibi";"149"
6415;"Colakli";"149"
8950;"Manavgat";"149"
8951;"Kumköy";"149"
8952;"Sorgun";"149"
8953;"Mahmutlar";"149"
8954;"Titreyengöl";"149"
8955;"Camyuva";"149"
9975;"Kizilagac";"149"
9976;"Okurcalar - Karaburun";"149"
9979;"Kestel";"149"
10211;"Antalya - Lara";"149"
10958;"Alanya - Kleopatra";"149"
10969;"Kundu";"149"
11257;"Kargicak";"149"
14325;"Türkische Riviera";"149"
16357;"Adrasan";"149"
17138;"Bogazak";"149"
17503;"Finike";"149"
17679;"Cirali";"149"
22802;"Kizilot";"149"
22803;"Gündogdu";"149"
22804;"Side - Evrenseki";"149"
23008;"Kumluca";"149"
23027;"Bogazkent";"149"
26167;"Erdemli";"149"
26168;"Silifke";"149"
26169;"Kizkalesi";"149"
26776;"Alara";"149"
27324;"Isparta";"149"
28706;"Denizyaka";"149"
29723;"Serik";"149"
29724;"Karagedik";"149"
29725;"Yalancibogaz";"149"
29759;"Kadriye";"149"
31126;"Sokak";"149"
32443;"Gündogmus";"149"
33468;"Obagöl";"149"
898;"Insel Djerba";"150"
900;"Midoun";"150"
901;"Zarzis";"150"
1000;"Sidi-Mahrez-Strand";"150"
1064;"Aghir";"150"
1360;"Houmt Souk";"150"
31272;"Aghir-Strand von Seguia";"150"
903;"Mahdia";"151"
904;"Monastir";"151"
905;"Nabeul";"151"
906;"Port el Kantaoui";"151"
907;"Skanes";"151"
908;"Sousse";"151"
7320;"Chott Meriem";"151"
31685;"Sfax";"151"
909;"Tabarka";"152"
3293;"Bizerte";"152"
31684;"Jendouba";"152"
36548;"Ain Draham";"152"
899;"Douz";"153"
1383;"Tozeur";"153"
7321;"Nefta";"153"
7322;"Tamerza";"153"
32544;"Kebili";"153"
910;"Gammarth";"154"
911;"Soliman";"154"
912;"Tunis";"154"
3294;"Cedria Beach (Borj Cedria)";"154"
3295;"Karthago";"154"
7323;"Ez Zahra";"154"
14120;"La Marsa";"154"
28484;"Sidi Bou Said";"154"
1214;"Grace Bay";"155"
1375;"Turquoise";"155"
1748;"Beaches";"155"
3629;"Providenciales";"155"
7984;"Parrot Cay";"155"
7985;"North Caicos";"155"
27445;"Malcolm's Beach";"155"
28915;"Turks- und Caicosinseln";"155"
33553;"Cockburn Town";"155"
968;"Dubai";"160"
1178;"Jebel Ali";"160"
1180;"Hatta";"160"
1487;"Jumeirah Beach";"160"
7332;"Goldsouk";"160"
31267;"The Palm Islands";"160"
963;"Isla de Coche";"161"
964;"Isla Margarita";"161"
966;"Puerto la Cruz";"161"
1321;"Caracas";"161"
1322;"Maracaibo";"161"
1323;"Merida";"161"
1608;"Cumana";"161"
1975;"Juan Griego";"161"
2110;"Pampatar";"161"
2302;"San Juan Bautista";"161"
2649;"Playa Pedro Gonzalez";"161"
2650;"Playa Caribe";"161"
3090;"Playa Guacuco";"161"
3091;"Playa el Tirano";"161"
3208;"Los Roques";"161"
3209;"San Juan de las Galdonas";"161"
3302;"Playa el Humo";"161"
7333;"El Morro";"161"
7334;"El Tirano";"161"
7335;"Pedro Gonzales - Puerto Viejo";"161"
7336;"Playa Cardon";"161"
7337;"Playa las Arenas - Bahia de Plata";"161"
10251;"Puerto Viejo";"161"
10252;"Pedro Gonzales";"161"
11064;"Venezuela";"161"
11962;"La Guaira";"161"
14464;"La Asuncion";"161"
18205;"San Miguel de Salina";"161"
21127;"Barquisimeto";"161"
21128;"El Tigre";"161"
22793;"Guayana";"161"
25369;"Carupano";"161"
25370;"Playa Medina";"161"
27267;"Ciudad Bolivar";"161"
27588;"Canaima Nationalpark";"161"
27589;"Orinoco Delta";"161"
